ID	Assessment	Class	Group_Number	Group	Subgroup	Scope	Severity	Irreversibility	Criticality_20_years_ago	Overall_criticality	Trend_of_change_(of_current_criticality)	Criticality_in_the_next_20_years	Systemic_activity_(level_of_activity)	Systemic_activity_(no._of_influenced_elements)	Systemic_Activity	Strategic_Relevance_(Value)	Strategic_Relevance_(Rank)	Manageability	Knowledge	Rank	Region	Climate	Human_Development_Index
578	EC-SIE	Factor	5	Institutional_factors	NA	NA	NA	NA	NA	NA	NA	NA	2	1	2	NA	NA	2	1	NA	Amazon	Tropics	High
579	EC-SIE	Factor	5	Institutional_factors	NA	4	2	1	3	2	1	1	1	1	1	5	1	3	1	10	Amazon	Tropics	High
580	EC-SIE	Factor	2	Governance-related_factors	NA	4	4	2	4	3	1	1	1	1	1	6	2	4	3	9	Amazon	Tropics	High
581	EC-SIE	Factor	9	Socio-economic_factors	NA	2	2	1	3	3	2	1	1	1	1	7	2	3	3	8	Amazon	Tropics	High
582	EC-SIE	Factor	9	Socio-economic_factors	NA	2	2	1	2	2	2	1	2	1	2	7	2	3	3	8	Amazon	Tropics	High
583	EC-SIE	Factor	8	Socio-cultural_factors	NA	1	3	2	3	2	2	1	2	1	2	7	2	1	4	8	Amazon	Tropics	High
584	EC-SIE	Factor	8	Socio-cultural_factors	NA	4	2	2	3	3	1	1	2	1	2	7	2	NA	NA	8	Amazon	Tropics	High
585	EC-SIE	Factor	2	Governance-related_factors	NA	1	1	2	1	2	2	1	2	1	2	7	2	3	1	8	Amazon	Tropics	High
586	EC-SIE	Factor	8	Socio-cultural_factors	NA	2	2	1	4	2	2	1	3	1	2	7	2	1	1	8	Amazon	Tropics	High
587	EC-SIE	Factor	8	Socio-cultural_factors	NA	4	3	2	1	3	2	1	2	1	2	8	2	1	3	7	Amazon	Tropics	High
588	EC-SIE	Factor	2	Governance-related_factors	NA	4	3	4	3	4	1	1	2	1	2	8	2	2	1	7	Amazon	Tropics	High
589	EC-SIE	Factor	7	Natural_resource-use_related_factors	NA	3	3	2	1	3	3	1	1	1	1	8	2	2	2	7	Amazon	Tropics	High
590	EC-SIE	Factor	2	Governance-related_factors	NA	4	3	2	3	3	1	1	3	3	3	8	2	2	1	7	Amazon	Tropics	High
591	EC-SIE	Factor	2	Governance-related_factors	NA	4	3	1	3	3	2	1	2	1	2	8	2	3	1	7	Amazon	Tropics	High
592	EC-SIE	Factor	2	Governance-related_factors	NA	4	3	2	3	3	1	1	3	2	3	8	2	3	1	7	Amazon	Tropics	High
593	EC-SIE	Factor	5	Institutional_factors	NA	4	3	2	3	3	1	1	3	3	3	8	2	2	2	7	Amazon	Tropics	High
594	EC-SIE	Factor	5	Institutional_factors	NA	4	2	1	4	2	1	1	3	4	4	8	2	3	2	7	Amazon	Tropics	High
595	EC-SIE	Factor	5	Institutional_factors	NA	4	2	1	1	2	2	2	2	1	2	8	2	2	2	7	Amazon	Tropics	High
596	EC-SIE	Factor	5	Institutional_factors	NA	4	4	3	3	4	1	1	2	1	2	8	2	3	2	7	Amazon	Tropics	High
597	EC-SIE	Factor	4	Infrastructure-related_factors	NA	1	3	2	3	2	1	3	3	2	3	9	2	2	2	6	Amazon	Tropics	High
598	EC-SIE	Factor	8	Socio-cultural_factors	NA	2	3	2	1	3	2	1	3	3	3	9	2	2	2	6	Amazon	Tropics	High
599	EC-SIE	Factor	8	Socio-cultural_factors	NA	2	3	2	1	3	3	1	2	1	2	9	2	2	1	6	Amazon	Tropics	High
600	EC-SIE	Factor	9	Socio-economic_factors	NA	4	3	3	4	4	1	1	3	2	3	9	2	2	3	6	Amazon	Tropics	High
601	EC-SIE	Factor	7	Natural_resource-use_related_factors	NA	3	3	3	1	3	4	1	1	1	1	9	2	3	2	6	Amazon	Tropics	High
602	EC-SIE	Factor	7	Natural_resource-use_related_factors	NA	3	3	3	1	3	2	2	2	1	2	9	2	3	2	6	Amazon	Tropics	High
603	EC-SIE	Factor	7	Natural_resource-use_related_factors	NA	3	2	1	1	2	3	1	3	2	3	9	2	2	2	6	Amazon	Tropics	High
604	EC-SIE	Factor	2	Governance-related_factors	NA	4	2	1	2	2	2	2	3	2	3	9	2	4	1	6	Amazon	Tropics	High
605	EC-SIE	Factor	2	Governance-related_factors	NA	4	3	1	1	3	2	2	3	1	2	9	2	4	3	6	Amazon	Tropics	High
606	EC-SIE	Factor	5	Institutional_factors	NA	4	2	2	3	3	1	1	4	4	4	9	2	2	1	6	Amazon	Tropics	High
607	EC-SIE	Factor	5	Institutional_factors	NA	4	3	2	1	3	2	3	1	1	1	9	2	2	1	6	Amazon	Tropics	High
608	EC-SIE	Factor	5	Institutional_factors	NA	4	3	2	1	3	2	3	1	1	1	9	2	3	1	6	Amazon	Tropics	High
609	EC-SIE	Factor	7	Natural_resource-use_related_factors	NA	3	2	3	1	3	3	2	1	2	2	10	3	2	2	5	Amazon	Tropics	High
610	EC-SIE	Factor	7	Natural_resource-use_related_factors	NA	1	1	2	1	2	3	3	2	1	2	10	3	3	3	5	Amazon	Tropics	High
611	EC-SIE	Factor	7	Natural_resource-use_related_factors	NA	4	2	1	3	2	2	3	3	2	3	10	3	3	2	5	Amazon	Tropics	High
612	EC-SIE	Factor	8	Socio-cultural_factors	NA	1	1	1	1	1	3	4	2	1	2	10	3	3	2	5	Amazon	Tropics	High
613	EC-SIE	Factor	8	Socio-cultural_factors	NA	4	3	2	1	3	3	1	3	3	3	10	3	1	2	5	Amazon	Tropics	High
614	EC-SIE	Factor	9	Socio-economic_factors	NA	4	3	3	2	4	2	1	3	3	3	10	3	2	1	5	Amazon	Tropics	High
615	EC-SIE	Factor	1	Demographic_factors	NA	3	3	3	3	3	3	2	1	2	2	10	3	3	2	5	Amazon	Tropics	High
616	EC-SIE	Factor	2	Governance-related_factors	NA	4	3	2	1	3	2	3	2	1	2	10	3	2	2	5	Amazon	Tropics	High
617	EC-SIE	Factor	2	Governance-related_factors	NA	4	4	2	1	3	2	3	2	2	2	10	3	4	2	5	Amazon	Tropics	High
618	EC-SIE	Factor	2	Governance-related_factors	NA	4	3	2	1	3	2	4	1	1	1	10	3	4	1	5	Amazon	Tropics	High
619	EC-SIE	Factor	6	Natural_factors	NA	3	1	4	2	3	3	3	1	1	1	10	3	4	2	5	Amazon	Tropics	High
620	EC-SIE	Factor	4	Infrastructure-related_factors	NA	2	4	4	1	4	2	2	3	3	3	11	3	2	2	4	Amazon	Tropics	High
621	EC-SIE	Factor	7	Natural_resource-use_related_factors	NA	4	3	3	1	4	4	2	1	1	1	11	3	2	2	4	Amazon	Tropics	High
622	EC-SIE	Factor	8	Socio-cultural_factors	NA	4	3	2	1	3	3	3	1	2	2	11	3	3	2	4	Amazon	Tropics	High
623	EC-SIE	Factor	7	Natural_resource-use_related_factors	NA	3	3	3	1	3	3	2	3	2	3	11	3	3	3	4	Amazon	Tropics	High
624	EC-SIE	Factor	2	Governance-related_factors	NA	4	3	1	1	3	3	3	2	1	2	11	3	3	2	4	Amazon	Tropics	High
625	EC-SIE	Factor	5	Institutional_factors	NA	4	2	1	1	2	2	4	3	2	3	11	3	3	2	4	Amazon	Tropics	High
626	EC-SIE	Factor	7	Natural_resource-use_related_factors	NA	2	3	3	1	3	4	3	2	2	2	12	3	2	2	3	Amazon	Tropics	High
627	EC-SIE	Factor	7	Natural_resource-use_related_factors	NA	1	4	4	1	4	3	2	3	2	3	12	3	2	2	3	Amazon	Tropics	High
628	EC-SIE	Factor	4	Infrastructure-related_factors	NA	1	2	4	1	3	3	3	3	2	3	12	3	3	2	3	Amazon	Tropics	High
629	EC-SIE	Factor	1	Demographic_factors	NA	4	3	3	1	4	3	2	3	3	3	12	3	3	2	3	Amazon	Tropics	High
630	EC-SIE	Factor	2	Governance-related_factors	NA	4	3	2	1	3	3	4	2	1	2	12	3	4	1	3	Amazon	Tropics	High
631	EC-SIE	Factor	6	Natural_factors	NA	4	2	3	1	3	4	3	3	1	2	12	3	3	2	3	Amazon	Tropics	High
632	EC-SIE	Factor	6	Natural_factors	NA	4	3	4	1	4	3	3	2	1	2	12	3	4	4	3	Amazon	Tropics	High
633	EC-SIE	Factor	7	Natural_resource-use_related_factors	NA	4	4	4	1	4	4	3	2	1	2	13	3	4	3	2	Amazon	Tropics	High
634	EC-SIE	Factor	6	Natural_factors	NA	4	4	4	1	4	4	3	2	1	2	13	3	4	3	2	Amazon	Tropics	High
635	EC-SIE	Factor	6	Natural_factors	NA	4	4	4	1	4	4	4	4	3	4	16	4	4	3	1	Amazon	Tropics	High
636	KR-BDA	Factor	7	Natural_resource-use_related_factors	NA	3	3	3	2	3	2	2	NA	NA	NA	7	2	2	1	5	World	Temperate	Very
637	KR-BDA	Factor	5	Institutional_factors	NA	3	3	3	2	3	2	2	NA	NA	NA	7	2	2	1	5	World	Temperate	Very
638	KR-BDA	Factor	9	Socio-economic_factors	NA	1	2	3	2	3	3	1	NA	NA	NA	7	2	3	1	5	World	Temperate	Very
639	KR-BDA	Factor	2	Governance-related_factors	NA	1	2	2	2	2	2	2	NA	NA	NA	6	1	2	2	6	World	Temperate	Very
640	KR-BDA	Factor	4	Infrastructure-related_factors	NA	4	3	3	4	4	3	1	NA	NA	NA	8	2	3	2	4	World	Temperate	Very
641	KR-BDA	Factor	8	Socio-cultural_factors	NA	3	3	3	3	3	1	1	NA	NA	NA	5	1	3	1	7	World	Temperate	Very
642	KR-BDA	Factor	8	Socio-cultural_factors	NA	3	4	4	3	4	2	2	NA	NA	NA	8	2	3	1	4	World	Temperate	Very
643	KR-BDA	Factor	8	Socio-cultural_factors	NA	3	3	3	1	3	4	4	NA	NA	NA	11	3	3	1	1	World	Temperate	Very
644	KR-BDA	Factor	8	Socio-cultural_factors	NA	2	2	3	2	3	2	2	NA	NA	NA	7	2	3	2	5	World	Temperate	Very
645	KR-BDA	Factor	2	Governance-related_factors	NA	4	4	3	4	4	3	1	NA	NA	NA	8	2	4	2	4	World	Temperate	Very
646	KR-BDA	Factor	9	Socio-economic_factors	NA	2	2	2	3	2	3	3	NA	NA	NA	8	2	3	1	4	World	Temperate	Very
647	KR-BDA	Factor	9	Socio-economic_factors	NA	2	2	3	2	3	2	2	NA	NA	NA	7	2	3	2	5	World	Temperate	Very
648	KR-BDA	Factor	9	Socio-economic_factors	NA	3	3	3	1	3	4	4	NA	NA	NA	11	3	3	2	1	World	Temperate	Very
649	KR-BDA	Factor	9	Socio-economic_factors	NA	1	1	2	2	2	2	2	NA	NA	NA	6	1	3	1	6	World	Temperate	Very
650	KR-BDA	Factor	2	Governance-related_factors	NA	4	4	3	4	4	3	1	NA	NA	NA	8	2	4	2	4	World	Temperate	Very
651	KR-BDA	Factor	9	Socio-economic_factors	NA	2	2	2	2	2	2	3	NA	NA	NA	7	2	2	2	5	World	Temperate	Very
652	KR-BDA	Factor	4	Infrastructure-related_factors	NA	3	3	2	2	3	2	2	NA	NA	NA	7	2	2	1	5	World	Temperate	Very
653	KR-BDA	Factor	9	Socio-economic_factors	NA	3	3	3	2	3	2	2	NA	NA	NA	7	2	3		5	World	Temperate	Very
654	KR-BDA	Factor	9	Socio-economic_factors	NA	3	3	2	3	3	2	2	NA	NA	NA	7	2	2	2	5	World	Temperate	Very
655	KR-BDA	Factor	9	Socio-economic_factors	NA	3	3	4	2	4	3	3	NA	NA	NA	10	3	3	1	2	World	Temperate	Very
656	KR-BDA	Factor	9	Socio-economic_factors	NA	2	2	2	2	2	2	1	NA	NA	NA	5	1	2	2	7	World	Temperate	Very
657	KR-BDA	Factor	9	Socio-economic_factors	NA	3	3	3	2	3	2	3	NA	NA	NA	8	2	3	2	4	World	Temperate	Very
658	KR-BDA	Factor	9	Socio-economic_factors	NA	4	4	2	2	3	2	3	NA	NA	NA	8	2	3	2	4	World	Temperate	Very
659	KR-BDA	Factor	9	Socio-economic_factors	NA	4	4	2	2	3	2	3	NA	NA	NA	8	2	3	2	4	World	Temperate	Very
660	KR-BDA	Factor	7	Natural_resource-use_related_factors	NA	2	2	3	2	3	3	3	NA	NA	NA	9	2	2	1	3	World	Temperate	Very
661	KR-BDA	Factor	6	Natural_factors	NA	3	3	4	2	4	3	3	NA	NA	NA	10	3	3	1	2	World	Temperate	Very
662	KR-BDA	Factor	6	Natural_factors	NA	3	3	4	2	4	3	3	NA	NA	NA	10	3	3	1	2	World	Temperate	Very
663	KR-BDA	Factor	7	Natural_resource-use_related_factors	NA	1	4	4	3	4	3	3	NA	NA	NA	10	3	3	1	2	World	Temperate	Very
664	KR-BDA	Factor	7	Natural_resource-use_related_factors	NA	1	2	1	3	2	3	3	NA	NA	NA	8	2	3	1	4	World	Temperate	Very
665	KR-BDA	Factor	7	Natural_resource-use_related_factors	NA	3	3	2	3	3	3	3	NA	NA	NA	9	2	3	1	3	World	Temperate	Very
666	KR-BDA	Factor	4	Infrastructure-related_factors	NA	2	3	1	3	2	3	3	NA	NA	NA	8	2	3	1	4	World	Temperate	Very
667	KR-BDA	Factor	4	Infrastructure-related_factors	NA	1	1	1	1	1	3	3	NA	NA	NA	7	2			5	World	Temperate	Very
668	KR-BDA	Factor	7	Natural_resource-use_related_factors	NA	1	1	1	1	1	3	3	NA	NA	NA	7	2	1	1	5	World	Temperate	Very
669	KR-BDA	Factor	4	Infrastructure-related_factors	NA	1	2	2	1	2	4	4	NA	NA	NA	10	3		1	2	World	Temperate	Very
670	KR-BDA	Factor	4	Infrastructure-related_factors	NA	1	3	3	1	3	4	1	NA	NA	NA	8	2	1	1	4	World	Temperate	Very
671	KR-BDA	Factor	7	Natural_resource-use_related_factors	NA	1	3	4	3	3	3	3	NA	NA	NA	9	2	1	2	3	World	Temperate	Very
672	KR-BDA	Factor	7	Natural_resource-use_related_factors	NA	1	4	4	3	4	2	1	NA	NA	NA	7	2	1	2	5	World	Temperate	Very
673	KR-BDA	Factor	7	Natural_resource-use_related_factors	NA	1	4	4	3	4	2	2	NA	NA	NA	8	2	1	1	4	World	Temperate	Very
674	KR-BDA	Factor	9	Socio-economic_factors	NA	1	4	4	2	4	3	2	NA	NA	NA	9	2	1	2	3	World	Temperate	Very
675	KR-BDA	Factor	7	Natural_resource-use_related_factors	NA	2	3	3	3	3	3	3	NA	NA	NA	9	2	1	1	3	World	Temperate	Very
676	KR-BDA	Factor	7	Natural_resource-use_related_factors	NA	1	3	1	3	2	3	3	NA	NA	NA	8	2	1	1	4	World	Temperate	Very
677	KR-BDA	Factor	7	Natural_resource-use_related_factors	NA	2	1	3	1	3	3	4	NA	NA	NA	10	3		1	2	World	Temperate	Very
678	KR-BDA	Factor	9	Socio-economic_factors	NA	1	1	1	1	1	3	4	NA	NA	NA	8	2	4	1	4	World	Temperate	Very
679	KR-BDA	Factor	9	Socio-economic_factors	NA	2	3	3	4	3	2	1	NA	NA	NA	6	1	1	1	6	World	Temperate	Very
680	KR-BDA	Factor	7	Natural_resource-use_related_factors	NA	3	3	2	1	3	3	4	NA	NA	NA	10	3	3	2	2	World	Temperate	Very
681	KR-BDA	Factor	7	Natural_resource-use_related_factors	NA	2	3	4	4	4	3	3	NA	NA	NA	10	3	3	1	2	World	Temperate	Very
682	KR-BDA	Factor	7	Natural_resource-use_related_factors	NA	2	3	4	4	4	3	3	NA	NA	NA	10	3	3	1	2	World	Temperate	Very
683	KR-BDA	Factor	7	Natural_resource-use_related_factors	NA	2	4	4	4	4	3	3	NA	NA	NA	10	3	2	1	2	World	Temperate	Very
684	KR-BDA	Factor	9	Socio-economic_factors	NA	3	3	4	4	4	3	3	NA	NA	NA	10	3	1	1	2	World	Temperate	Very
685	KR-BDA	Factor	7	Natural_resource-use_related_factors	NA	3	3	4	4	4	3	3	NA	NA	NA	10	3	1	1	2	World	Temperate	Very
686	KR-BDA	Factor	4	Infrastructure-related_factors	NA	1	2	3	2	3	2	3	NA	NA	NA	8	2	2	1	4	World	Temperate	Very
687	KR-BDA	Factor	7	Natural_resource-use_related_factors	NA	1	1	1	3	1	2	3	NA	NA	NA	6	1	2	1	6	World	Temperate	Very
688	KR-BDA	Factor	4	Infrastructure-related_factors	NA	1	2	1	2	2	2	3	NA	NA	NA	7	2	2	1	5	World	Temperate	Very
689	KR-BDA	Factor	7	Natural_resource-use_related_factors	NA	1	1	1	3	1	2	2	NA	NA	NA	5	1	2	1	7	World	Temperate	Very
690	KR-BDA	Factor	7	Natural_resource-use_related_factors	NA	1	2	1	2	2	2	3	NA	NA	NA	7	2	2	1	5	World	Temperate	Very
691	KR-BDA	Factor	4	Infrastructure-related_factors	NA	1	1	1	1	1	2	3	NA	NA	NA	6	1	2	1	6	World	Temperate	Very
692	KR-BDA	Factor	4	Infrastructure-related_factors	NA	2	2	3	1	3	2	3	NA	NA	NA	8	2	2	1	4	World	Temperate	Very
693	KR-BDA	Factor	4	Infrastructure-related_factors	NA	2	3	1	1	2	3	3	NA	NA	NA	8	2	3	1	4	World	Temperate	Very
694	KR-BDA	Factor	4	Infrastructure-related_factors	NA	2	3	1	1	2	3	3	NA	NA	NA	8	2	3	1	4	World	Temperate	Very
695	KR-BDA	Factor	4	Infrastructure-related_factors	NA	2	3	2	1	3	3	3	NA	NA	NA	9	2	3	1	3	World	Temperate	Very
696	KR-BDA	Factor	4	Infrastructure-related_factors	NA	1	1	2	1	2	2	3	NA	NA	NA	7	2	2	1	5	World	Temperate	Very
697	KR-BDA	Factor	4	Infrastructure-related_factors	NA	1	1	1	1	1	2	2	NA	NA	NA	5	1	2	1	7	World	Temperate	Very
698	KR-BDA	Factor	4	Infrastructure-related_factors	NA	1	1	1	1	1	2	2	NA	NA	NA	5	1	2	1	7	World	Temperate	Very
699	KR-BDA	Factor	4	Infrastructure-related_factors	NA	1	1	2	1	2	2	2	NA	NA	NA	6	1	2	1	6	World	Temperate	Very
700	KR-BDA	Factor	9	Socio-economic_factors	NA	3	4	4	1	4	4	3	NA	NA	NA	11	3	3	1	1	World	Temperate	Very
701	KR-BDA	Factor	9	Socio-economic_factors	NA	3	3	3	2	3	2	2	NA	NA	NA	7	2	3	1	5	World	Temperate	Very
702	KR-BDA	Factor	8	Socio-cultural_factors	NA	3	4	4	2	4	2	2	NA	NA	NA	8	2	3	1	4	World	Temperate	Very
703	PE-ACR	Factor	2	Governance-related_factors	NA	1	1	1	4	1	1	1	1	2	2	5	1	3	2	12	Amazon	Tropics	High
704	PE-ACR	Factor	2	Governance-related_factors	NA	1	1	1	4	1	1	1	1	3	2	5	1	3	2	12	Amazon	Tropics	High
705	PE-ACR	Factor	2	Governance-related_factors	NA	2	2	2	4	2	1	1	1	2	2	6	1	2	1	11	Amazon	Tropics	High
706	PE-ACR	Factor	5	Institutional_factors	NA	4	2	1	3	2	1	1	1	2	2	6	1	1	1	11	Amazon	Tropics	High
707	PE-ACR	Factor	5	Institutional_factors	NA	1	1	1	1	1	1	1	3	2	3	6	1	3	1	11	Amazon	Tropics	High
708	PE-ACR	Factor	7	Natural_resource-use_related_factors	NA	1	4	3	4	3	1	1	2	1	2	7	1	2	1	10	Amazon	Tropics	High
709	PE-ACR	Factor	7	Natural_resource-use_related_factors	NA	1	4	3	4	3	1	1	1	2	2	7	1	2	1	10	Amazon	Tropics	High
710	PE-ACR	Factor	7	Natural_resource-use_related_factors	NA	1	3	2	4	2	1	2	2	1	2	7	1	2	1	10	Amazon	Tropics	High
711	PE-ACR	Factor	2	Governance-related_factors	NA	4	1	1	1	2	1	1	3	2	3	7	1	4	4	10	Amazon	Tropics	High
712	PE-ACR	Factor	5	Institutional_factors	NA	1	1	1	1	1	2	2	1	3	2	7	1	4	1	10	Amazon	Tropics	High
713	PE-ACR	Factor	5	Institutional_factors	NA	2	3	1	4	3	1	1	1	2	2	7	1	2	2	10	Amazon	Tropics	High
714	PE-ACR	Factor	7	Natural_resource-use_related_factors	NA	4	4	1	4	3	1	2	1	2	2	8	2	3	1	9	Amazon	Tropics	High
715	PE-ACR	Factor	2	Governance-related_factors	NA	2	3	2	2	3	2	1	1	2	2	8	2	2	1	9	Amazon	Tropics	High
716	PE-ACR	Factor	7	Natural_resource-use_related_factors	NA	2	4	4	4	4	1	1	1	2	2	8	2	2	2	9	Amazon	Tropics	High
717	PE-ACR	Factor	7	Natural_resource-use_related_factors	NA	1	2	3	3	3	1	2	1	2	2	8	2	3	1	9	Amazon	Tropics	High
718	PE-ACR	Factor	7	Natural_resource-use_related_factors	NA	1	2	1	3	2	2	2	2	1	2	8	2	2	3	9	Amazon	Tropics	High
719	PE-ACR	Factor	2	Governance-related_factors	NA	4	3	2	4	3	1	1	3	2	3	8	2	3	1	9	Amazon	Tropics	High
720	PE-ACR	Factor	5	Institutional_factors	NA	4	3	1	1	3	1	1	3	2	3	8	2	2	1	9	Amazon	Tropics	High
721	PE-ACR	Factor	5	Institutional_factors	NA	4	3	1	2	3	2	2	3	2	1	8	2	2	1	9	Amazon	Tropics	High
722	PE-ACR	Factor	5	Institutional_factors	NA	4	2	1	1	2	2	1	3	2	3	8	2	2	2	9	Amazon	Tropics	High
723	PE-ACR	Factor	2	Governance-related_factors	NA	4	3	2	4	3	2	1	1	2	2	8	2	2	1	9	Amazon	Tropics	High
724	PE-ACR	Factor	7	Natural_resource-use_related_factors	NA	2	1	1	2	2	2	2	3	2	3	9	2	2	1	8	Amazon	Tropics	High
725	PE-ACR	Factor	9	Socio-economic_factors	NA	2	3	2	4	3	2	3	1	1	1	9	2	2	1	8	Amazon	Tropics	High
726	PE-ACR	Factor	7	Natural_resource-use_related_factors	NA	4	4	3	2	4	2	2	1	1	1	9	2	2	1	8	Amazon	Tropics	High
727	PE-ACR	Factor	7	Natural_resource-use_related_factors	NA	1	1	1	1	1	2	3	3	2	3	9	2	4	2	8	Amazon	Tropics	High
728	PE-ACR	Factor	2	Governance-related_factors	NA	4	2	1	1	2	4	1	1	2	2	9	2	3	1	8	Amazon	Tropics	High
729	PE-ACR	Factor	2	Governance-related_factors	NA	4	4	2	1	3	2	1	3	3	3	9	2	2	4	8	Amazon	Tropics	High
730	PE-ACR	Factor	2	Governance-related_factors	NA	3	3	3	4	3	1	1	4	4	4	9	2	4	1	8	Amazon	Tropics	High
731	PE-ACR	Factor	5	Institutional_factors	NA	2	3	1	3	2	2	2	3	3	3	9	2	4	1	8	Amazon	Tropics	High
732	PE-ACR	Factor	5	Institutional_factors	NA	4	3	2	2	3	2	1	3	2	3	9	2	3	2	8	Amazon	Tropics	High
733	PE-ACR	Factor	5	Institutional_factors	NA	3	3	1	4	2	2	2	2	3	3	9	2	3	3	8	Amazon	Tropics	High
734	PE-ACR	Factor	2	Governance-related_factors	NA	4	3	2	4	3	2	1	3	2	3	9	2	2	1	8	Amazon	Tropics	High
735	PE-ACR	Factor	7	Natural_resource-use_related_factors	NA	4	3	2	2	3	2	1	3	2	3	9	2	2	1	8	Amazon	Tropics	High
736	PE-ACR	Factor	7	Natural_resource-use_related_factors	NA	1	4	4	3	4	2	2	2	2	2	10	2	2	1	7	Amazon	Tropics	High
737	PE-ACR	Factor	8	Socio-cultural_factors	NA	4	3	1	3	3	2	2	3	3	3	10	2	2	3	7	Amazon	Tropics	High
738	PE-ACR	Factor	5	Institutional_factors	NA	4	4	2	2	3	2	1	4	3	4	10	2	2	2	7	Amazon	Tropics	High
739	PE-ACR	Factor	7	Natural_resource-use_related_factors	NA	1	3	4	2	3	3	3	2	2	2	11	3	2	1	6	Amazon	Tropics	High
740	PE-ACR	Factor	7	Natural_resource-use_related_factors	NA	1	3	4	4	3	3	1	3	4	4	11	3	4	2	6	Amazon	Tropics	High
741	PE-ACR	Factor	9	Socio-economic_factors	NA	4	3	2	2	3	2	2	3	4	4	11	3	2	1	6	Amazon	Tropics	High
742	PE-ACR	Factor	4	Infrastructure-related_factors	NA	1	1	1	1	1	3	3	4	3	4	11	3	2	1	6	Amazon	Tropics	High
743	PE-ACR	Factor	8	Socio-cultural_factors	NA	2	3	2	1	3	2	2	4	4	4	11	3	2	1	6	Amazon	Tropics	High
744	PE-ACR	Factor	8	Socio-cultural_factors	NA	2	2	1	1	2	3	4	1	3	2	11	3	3	1	6	Amazon	Tropics	High
745	PE-ACR	Factor	2	Governance-related_factors	NA	3	3	2	4	3	3	1	4	4	4	11	3	2	1	6	Amazon	Tropics	High
746	PE-ACR	Factor	2	Governance-related_factors	NA	4	4	2	4	4	2	1	3	4	4	11	3	2	1	6	Amazon	Tropics	High
747	PE-ACR	Factor	7	Natural_resource-use_related_factors	NA	1	2	2	1	2	3	4	1	2	2	11	3	1	1	6	Amazon	Tropics	High
748	PE-ACR	Factor	9	Socio-economic_factors	NA	2	3	4	1	3	3	3	3	2	3	12	3	4	1	5	Amazon	Tropics	High
749	PE-ACR	Factor	2	Governance-related_factors	NA	4	3	2	1	3	3	3	3	2	3	12	3	3	1	5	Amazon	Tropics	High
750	PE-ACR	Factor	5	Institutional_factors	NA	1	3	1	1	2	3	4	3	2	3	12	3	2	1	5	Amazon	Tropics	High
751	PE-ACR	Factor	8	Socio-cultural_factors	NA	4	3	2	1	3	3	4	3	2	3	13	3	3	1	4	Amazon	Tropics	High
752	PE-ACR	Factor	1	Demographic_factors	NA	2	4	4	1	4	3	4	2	2	2	13	3	2	1	4	Amazon	Tropics	High
753	PE-ACR	Factor	4	Infrastructure-related_factors	NA	4	2	2	1	3	3	3	4	4	4	13	3	4	1	4	Amazon	Tropics	High
754	PE-ACR	Factor	9	Socio-economic_factors	NA	4	3	3	1	4	2	4	3	4	4	14	4	3	1	3	Amazon	Tropics	High
755	PE-ACR	Factor	1	Demographic_factors	NA	4	3	4	1	4	3	4	3	2	3	14	4	4	1	3	Amazon	Tropics	High
756	PE-ACR	Factor	10	Spatial_factors	NA	1	1	4	1	3	3	4	4	4	4	14	4	4	1	3	Amazon	Tropics	High
757	PE-ACR	Factor	9	Socio-economic_factors	NA	4	3	3	1	4	3	4	3	3	3	14	4	4	1	3	Amazon	Tropics	High
758	PE-ACR	Factor	8	Socio-cultural_factors	NA	4	3	3	1	4	3	4	3	2	3	14	4	2	1	3	Amazon	Tropics	High
759	PE-ACR	Factor	1	Demographic_factors	NA	4	3	4	1	4	3	4	3	3	3	14	4	4	1	3	Amazon	Tropics	High
760	PE-ACR	Factor	9	Socio-economic_factors	NA	4	3	4	1	4	4	4	3	2	3	15	4	4	1	2	Amazon	Tropics	High
761	PE-ACR	Factor	6	Natural_factors	NA	4	2	4	1	4	4	4	4	3	4	16	4	4	4	1	Amazon	Tropics	High
762	PE-PIN	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	NA	NA	NA	NA	1	2	2	2	1	NA	NA	NA	Amazon	Tropics	High
763	PE-PIN	Factor	4	Infrastructure-related_factors	NA	NA	NA	NA	4	3	1	1	1	1	1	6	1	NA	NA	11	Amazon	Tropics	High
764	PE-PIN	Factor	2	Governance-related_factors	NA	NA	NA	NA	1	3	1	1	1	1	1	6	1	NA	NA	11	Amazon	Tropics	High
765	PE-PIN	Factor	8	Socio-cultural_factors	NA	NA	NA	NA	4	3	1	1	1	1	1	6	1	NA	NA	11	Amazon	Tropics	High
766	PE-PIN	Factor	4	Infrastructure-related_factors	NA	NA	NA	NA	4	2	1	1	2	2	2	6	1	NA	NA	11	Amazon	Tropics	High
767	PE-PIN	Factor	2	Governance-related_factors	NA	NA	NA	NA	4	4	1	1	1	1	1	7	1	NA	NA	10	Amazon	Tropics	High
768	PE-PIN	Factor	5	Institutional_factors	NA	NA	NA	NA	4	3	2	1	1	1	1	7	1	NA	NA	10	Amazon	Tropics	High
769	PE-PIN	Factor	9	Socio-economic_factors	NA	NA	NA	NA	4	2	1	1	3	2	3	7	1	NA	NA	10	Amazon	Tropics	High
770	PE-PIN	Factor	4	Infrastructure-related_factors	NA	NA	NA	NA	4	2	1	1	3	2	3	7	1	NA	NA	10	Amazon	Tropics	High
